sexe;formation;usage_vehicule;type_vehicule;type_conduite;formule;date_demande;points_perdus;Age du vehicule;id_client;Tranche d'âge;Enfants;conduite accompagnee;vehicule rouge;tranche revenus;tranche tarifs_devis;code postal
M;<High School;Private;Van;Highly Urban/ Urban;dev_express;02/03/2022;3;4;4502373;60-69 ans;non;non;oui;20000-29999;260-280;14440
F;Masters;Private;Minivan;Highly Urban/ Urban;dev_integral;20/05/2022;0;16;5030850;60-69 ans;non;non;non;40000-49999;320-340;92000
F;Masters;Private;Pickup;Highly Urban/ Urban;dev_integral;29/04/2022;0;10;5799292;40-49 ans;non;non;oui;50000-59999;320-340;90000
M;z_High School;Private;Pickup;Highly Urban/ Urban;dev_express;25/01/2022;1;7;2482046;Moins de 18 ans;oui;non;oui;30000-39999;240-260;95220
F;z_High School;Commercial;Pickup;Highly Urban/ Urban;dev_integral;03/03/2022;1;1;9425335;40-49 ans;non;non;oui;40000-49999;300-320;64260
M;z_High School;Private;Minivan;Highly Urban/ Urban;dev_express;16/02/2022;0;9;9776032;80 et plus;non;non;oui;50000-59999;280-300;22290
F;PhD;Private;Minivan;Highly Urban/ Urban;dev_integral;08/04/2022;1;12;7250515;30-39 ans;non;non;oui;90000-99999;320-340;49000
M;Bachelors;Private;Sports Car;Highly Urban/ Urban;dev_integral;24/05/2022;0;9;8602049;18-29 ans;non;non;non;90000-99999;320-340;61400
F;Masters;Commercial;Panel Truck;Highly Urban/ Urban;dev_integral;02/03/2022;1;15;7612571;50-59 ans;non;non;oui;100000-109999;300-320;09000
F;Masters;Commercial;Panel Truck;Highly Urban/ Urban;dev_premium;09/02/2022;1;12;5680910;80 et plus;non;non;oui;100000-109999;340-360;25200
M;z_High School;Commercial;Minivan;Highly Urban/ Urban;dev_integral;24/01/2022;2;4;6916107;18-29 ans;oui;oui;non;20000-29999;320-340;13011
F;Bachelors;Commercial;Pickup;z_Highly Rural/ Rural;dev_express;20/03/2022;0;11;6042428;Moins de 18 ans;oui;non;non;60000-69999;240-260;43100
M;Bachelors;Private;Pickup;Highly Urban/ Urban;dev_integral;16/03/2022;1;12;7528693;Moins de 18 ans;non;non;oui;60000-69999;300-320;71150
M;z_High School;Commercial;Minivan;z_Highly Rural/ Rural;dev_express;15/03/2022;0;11;8488868;18-29 ans;non;non;oui;inconnu;260-280;03100
F;z_High School;Private;z_SUV;z_Highly Rural/ Rural;dev_integral;24/05/2022;0;8;2430143;Moins de 18 ans;non;non;non;60000-69999;300-320;74440
M;Bachelors;Private;z_SUV;Highly Urban/ Urban;dev_integral;26/03/2022;4;7;1040649;Moins de 18 ans;non;non;non;110000-119999;320-340;21000
F;<High School;Private;z_SUV;Highly Urban/ Urban;dev_integral;28/05/2022;5;4;2506425;Moins de 18 ans;non;non;non;70000-79999;300-320;67520
F;PhD;Private;z_SUV;Highly Urban/ Urban;dev_integral;19/04/2022;1;12;6750227;70-79 ans;non;non;non;160000-169999;300-320;10700
F;z_High School;Private;Minivan;Highly Urban/ Urban;dev_express;04/04/2022;0;1;1469636;30-39 ans;non;non;non;20000-29999;260-280;18410
F;Bachelors;Private;Minivan;Highly Urban/ Urban;dev_express;25/01/2022;3;8;3382825;40-49 ans;oui;non;oui;70000-79999;260-280;92170
F;z_High School;Private;z_SUV;z_Highly Rural/ Rural;dev_integral;25/02/2022;1;10;3787581;80 et plus;non;non;non;20000-29999;320-340;48400
M;Bachelors;Private;z_SUV;Highly Urban/ Urban;dev_integral;07/03/2022;0;7;1358660;30-39 ans;oui;non;non;50000-59999;280-300;26600
F;PhD;Private;z_SUV;Highly Urban/ Urban;dev_integral;11/05/2022;0;12;7205097;80 et plus;oui;non;non;20000-29999;300-320;05100
F;Bachelors;Private;Sports Car;Highly Urban/ Urban;dev_integral;07/02/2022;10;2;3385850;Moins de 18 ans;non;non;non;20000-29999;300-320;59470
F;z_High School;Private;z_SUV;Highly Urban/ Urban;dev_express;02/03/2022;0;10;4374985;50-59 ans;non;non;non;30000-39999;260-280;27190
M;<High School;Private;Pickup;Highly Urban/ Urban;dev_integral;29/04/2022;3;1;7384251;Moins de 18 ans;non;non;non;20000-29999;320-340;83560
M;Bachelors;Private;Sports Car;z_Highly Rural/ Rural;dev_integral;27/02/2022;0;12;5430280;70-79 ans;oui;oui;non;inconnu;280-300;18130
F;<High School;Commercial;Pickup;z_Highly Rural/ Rural;dev_express;10/02/2022;2;7;3827705;70-79 ans;non;non;oui;20000-29999;260-280;86280
F;PhD;Private;Pickup;Highly Urban/ Urban;dev_integral;07/05/2022;4;22;8889708;60-69 ans;non;non;oui;110000-119999;320-340;16500
F;Bachelors;Commercial;Panel Truck;z_Highly Rural/ Rural;dev_integral;19/05/2022;0;;8741926;80 et plus;oui;oui;non;80000-89999;280-300;63000
M;<High School;Private;Sports Car;Highly Urban/ Urban;dev_express;24/03/2022;2;7;2332975;70-79 ans;oui;non;non;inconnu;260-280;83300
M;PhD;Private;Minivan;Highly Urban/ Urban;dev_express;18/01/2022;3;21;5881597;50-59 ans;non;non;oui;70000-79999;260-280;56330
M;<High School;Private;z_SUV;Highly Urban/ Urban;dev_integral;14/03/2022;7;1;9169445;70-79 ans;oui;non;non;60000-69999;280-300;11200
F;<High School;Private;z_SUV;z_Highly Rural/ Rural;dev_express;25/01/2022;0;6;3454923;80 et plus;non;non;non;30000-39999;260-280;39700
F;<High School;Private;Minivan;Highly Urban/ Urban;dev_premium;02/05/2022;0;7;7726685;Moins de 18 ans;non;non;oui;50000-59999;500-520;73800
M;Bachelors;Commercial;Minivan;Highly Urban/ Urban;dev_express;08/04/2022;7;10;9610186;70-79 ans;non;non;non;70000-79999;260-280;22100
M;Masters;Commercial;Panel Truck;Highly Urban/ Urban;dev_integral;20/02/2022;5;20;4597806;60-69 ans;non;non;oui;110000-119999;320-340;68170
M;z_High School;Private;z_SUV;z_Highly Rural/ Rural;dev_integral;03/01/2022;1;8;8334030;80 et plus;non;non;non;20000-29999;320-340;08000
F;Masters;Private;Minivan;Highly Urban/ Urban;dev_express;27/05/2022;2;20;7548356;60-69 ans;non;non;oui;120000-129999;260-280;44000
M;z_High School;Private;Minivan;z_Highly Rural/ Rural;dev_express;22/05/2022;2;1;4804415;Moins de 18 ans;non;non;non;40000-49999;280-300;37300
F;z_High School;Private;Minivan;Highly Urban/ Urban;dev_integral;23/01/2022;3;1;8969820;60-69 ans;non;non;non;60000-69999;320-340;87200
F;Bachelors;Commercial;Van;Highly Urban/ Urban;dev_premium;19/01/2022;6;4;4225797;70-79 ans;non;non;non;80000-89999;460-480;74170
M;z_High School;Private;Minivan;z_Highly Rural/ Rural;dev_integral;08/05/2022;0;1;5749889;80 et plus;non;oui;non;40000-49999;300-320;79500
